bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b2042	eg13578	galf	galf putative regulatory subunit for galu	1	0.408951029	1.140763716	1.164733586	1.292352831	1	0.850671986	0.74107002	0.904574144	0.964128676	1.265564231	6.38E+11		1.66E+12	2.01E+12	2.52E+12	1.18E+16	7.31E+15	1.05E+16	1.06E+16	6.98E+15
b1113	eg13437	ycfs																						
b0458	eg14238	ylac	ylac function unknown	1	0.742261785	1.156688184	1.140763716	1.035264924	1	1.359912381	1.226718543	1.192270904	1.151448203	1.809938575	5.84E+11					1.87E+15	2.52E+15	1.82E+15	1.71E+15	1.26E+15
b4396	eg11366	rob	rob right oric-binding protein, arac family	1	0.840896415	0.768437591	0.702222438	0.602903914	1	0.865668931	0.773972313	0.783021345	0.702714181	0.71413765						4.54E+15	4.41E+15	3.69E+15	2.07E+15	2.32E+15
b2555	eg12139	qseg		1	1.109569472	1.189207115	1.231144413	1.257013375	1					0.78470414						3.28E+15	3.79E+14	2.10E+15	8.10E+14	1.50E+15
b2362	eg14141	yfds																						
b0774	eg10117	bioa	bioa 7,8-diaminopelargonic acid aminotransferase	1	0.858565436	1.214194884	1.310393404	1.375541818	1		1.589278789	1.489631631	1.757656398	1.976598816								2.30E+14	6.83E+14	
b0872	eg13691	hcr																						
b3482	eg10847	rhsb		1	0.160428237	0.13490353	0.142595464	0.116629124							77130848690									
b1590	eg13846	ynfh		1	1.385109468	1.180992661	1.132883885																	
b2963	eg12986	mltc	mltc membrane-bound lytic transglycosylase c, murein hydrolase	1	0.952637998	1.197478705	1.301341855	1.404444876	1					1.152104471						9.67E+14	8.16E+14	9.09E+14		
b2694	eg30015	argv																						
b0307	eg13583	ykgf		1	1.283425898	0.965936329	0.806641759	0.692554734																
b2237	eg11422	inaa																						
b0271	eg13347	yagh		1	0.763129604	0.615572207	0.624165274	0.632878297																
b3788	eg11453	rffg	rffg dtdp-glucose dehydratase	1	1.729074463	1.356604327			1		1.619069817	2.060279035	2.551158061	3.100398362		3.47E+11				7.96E+14		7.49E+14	7.05E+14	7.36E+14
b0961	eg12306	yccf	yccf function unknown	1	0.823591017	1.494849249	1.580082624	2.042024251	1	1.372120263	1.378759923	1.450344168	1.410737091	1.116749637						3.59E+15	2.89E+15	6.34E+15	5.38E+15	4.54E+15
b2501	eg11510	ppk	ppk polyphosphate kinase, reversible	1	1.265756594	1.222640278	1.301341855	1.319507911	1	1.026197317	1.023082908	0.957867069	0.870412844	0.876885963						2.23E+15	1.53E+15	1.31E+15	9.14E+14	1.21E+15
b2591	eg30089	rrsg		1	3.91768119	2.188587403	2.02791896	1.905275996																
b3566	eg20252	xylf	xylf periplasmic xylose-binding protein, transport system	1	0.888842681	0.432268616	0.291183397	0.132127255	1	1.05798073	0.753749093	0.445886048	0.119518259							1.37E+15	1.43E+15		4.73E+14	
b3409	eg12102	feob	feob ferrous iron uptake gtp-binding membrane protein	1	1.101905116	1.156688184	1.164733586	1.257013375																
b1554	eg13829	arrq																						
b3898	eg11862	frvx																						
b0940	eg13711	ycbs																						
b3673	eg11693	emrd		1		0.271683716																		
b4337	eg12576	mdtm																						
b0202	eg30045	ilev																						
b2203	eg12061	napb																						
b1582	eg13839	ynfa		1	0.959264119	0.870550563	0.795536484	0.795536484																
b0145	eg10230	dksa	dksa rnap-binding protein modulating ppgpp and intp regulation	1	0.768437591	0.773782497	0.726986259	0.503477775	1	1.140853394	1.196207837	1.295078751	1.361901752	1.152569706	3.55E+12	3.40E+12	4.94E+12	5.63E+12	5.25E+12	2.08E+16	1.88E+16	2.40E+16	2.69E+16	1.99E+16
b1231	eg30106	tyrt																						
b0479	eg13268	fsr		1	1.117287138	0.965936329	0.91383145	0.846745312																
b3893	eg11857	fdoh		1	1.347233577	0.742261785	0.697371833	0.61985385																
b2899	eg13077	yqfa		1	1.049716684	0.450625231	0.397768242	0.378929142																
b3611	eg12295	yibn	yibn predicted rhodanese, function unknown	1	0.852634892	1.283425898	1.385109468	1.328685814	1	1.04276873	1.037259275	1.114652332	1.144862982	0.970351449	1.15E+12	1.65E+12	3.35E+12	3.85E+12	4.22E+12	1.81E+15	5.39E+15	5.18E+15	5.20E+15	1.20E+15
b2696	eg11447	csra	csra global regulator of carbon source metabolism	1	1.464085696	0.77916458	0.757858283	0.876605721	1	1.185168241	1.266875108	1.091950046	1.209424649	1.100137146	1.00E+13	1.68E+13	1.45E+13	1.76E+13	3.01E+13	2.03E+16	1.41E+16	1.47E+16	9.05E+15	1.09E+16
b1523	eg13815	yneg		1		1.125058485	1.164733586	1.375541818																
b0122	eg11089	yacc	yacc expressed protein, function unknown	1	1.180992661	1.205807828	1.414213562	1.319507911	1	0.966139241	0.929417375	1.009477836	1.041991478	1.267863876						4.59E+15		5.79E+15	7.03E+15	3.98E+15
b0673	eg30058	mett																						
b2514	eg10453	hiss	hiss histidine--trna ligase	1	1.064370182	0.959264119	0.993092495	1.140763716	1	1.069517478	1.113686173	1.183576074	1.166741226	1.263811727	8.30E+11	1.10E+12	1.55E+12	1.82E+12	2.58E+12	4.87E+15	4.84E+15	4.97E+15	3.67E+15	3.95E+15
b1235	eg12121	rssb	rssb two-component response regulator, affecting rpos regulon	1	0.933032992	0.801069878	0.784584098	0.752623374	1					0.705299578	2.60E+11			5.41E+11			7.20E+14	6.98E+14	1.21E+15	
b3237	eg10070	argr	argr repressor of arg regulon	1	0.920187651	1.301341855	1.443929196	1.385109468	1		1.988329994			2.359453789	9.52E+11	1.00E+12	2.40E+12	3.00E+12	3.40E+12	4.96E+14	4.67E+14			1.51E+15
b0781	eg11595	moaa		1		1.117287138	1.125058485	0.888842681																
b3799	eg30068	prom																						
b0367	eg13301	tauc		1			0.673616788																	
b2788	eg13168	gudx																						
b2072	eg14054	yegk																						
b3210	eg10062	arcb	arcb tripartite sensor/histidine protein kinase						1	1.048941151	1.047622723	0.966634704	0.82768545	0.685055897						1.02E+15	1.06E+15	1.68E+15	1.80E+15	1.19E+15
b2257	eg14093	arnt																						
b1276	eg11325	acna	acna aconitase a, stationary phase induced	1	1.156688184	0.784584098	0.655196702	0.52123288	1	0.962692596	0.908040614	0.912339488	0.61497607	0.467867279	2.22E+11	4.35E+11	3.32E+11	3.16E+11	3.15E+11	5.45E+15	3.64E+15	4.39E+15	3.16E+15	3.59E+15
b3266	eg10267	acrf																					2.43E+14	
b2821	eg10786	ptra	ptra protease iii, protease pi, pitrilysin, zinc metalloprotease	1	1.474269217	0.920187651	0.986232704	1.101905116	1	0.982170353	0.910325822	0.815435463	0.687588796	0.605844413						5.11E+14	4.88E+14	1.15E+14	7.38E+14	2.42E+14
b0821	eg13326	ybiu	ybiu function unknown	1				1.945309895	1	0.880956657	1.050034374	1.171379492	1.507384337	2.15706403						1.11E+15	2.68E+15	4.29E+14	6.73E+14	8.11E+14
b3764	eg11450	yife	yife function unknown, expressed protein	1	0.628506687	1.558329159	1.647182035	1.117287138	1	1.027449915	1.201160603	1.242369166	1.392649533	1.521209207			1.58E+12	1.61E+12		2.42E+15	6.83E+15	3.12E+15	6.44E+15	5.44E+15
b3804	eg10430	hemd	hemd uroporphyrinogen iii cosynthase	1	0.993092495	0.806641759	0.784584098	0.773782497	1	0.885537998	0.667448435	0.520291256	0.548277409	0.376063787	4.35E+11	5.63E+11	7.14E+11	7.71E+11		1.78E+15	8.08E+14	6.53E+14	2.46E+15	1.21E+15
b3903	eg11867	rhaa																						
b1329	eg13376	mppa	mppa murein tripeptide/heme transport, periplasmic binding protein	1	1.109569472	1.086734863	0.993092495	0.707106781	1	0.890769456	0.818616649	0.803677872	0.567819828	0.444123271						7.97E+14	7.18E+14	1.39E+15	1.20E+15	7.44E+14
b1122	eg13445	ymfa																						
b2009	eg11892	sbmc	sbmc dna gyrase inhibitor						1	0.747381305	0	0.55901553	0.435609702	0.37176293						4.77E+15	5.36E+15	2.48E+15	2.36E+15	
b4212	eg12508	ytfh																						
b0921	eg12167	smta																						
b3864	eg30098	spf																						
b1847	eg11807	yebf	yebf exported protein, function unknown	1	0.763129604	0.742261785	0.721964598	0.768437591	1	0.675095673	0.69134225	1.137112538	1.337307795	1.407682895	1.78E+12	1.57E+12	2.38E+12	2.56E+12	3.43E+12	6.16E+15	5.18E+15	7.73E+14	3.04E+15	6.23E+15
b3175	eg12095	secg	secg secg inner membrane secretion protein	1	0.351111219	1.214194884	1.310393404	0.840896415	1	1.092573202	1.284312959	1.258214238	1.322323707	1.261998601	2.22E+12	1.50E+12	5.26E+12	6.42E+12	5.52E+12			3.79E+15	4.02E+15	4.04E+15
b2661	eg11329	gabd	gabd succinic semialdehyde dehydrogenase, nadp dependent	1	1.079228237	0.870550563	0.737134609	0.61985385	1	1.073939291	1.225277991	0.975949346	0.810860602	0.526458273	3.03E+11	3.87E+11	5.63E+11	5.77E+11	5.58E+11	2.21E+15	3.68E+15	2.17E+15	1.66E+15	1.96E+15
b4321	eg12563	gntp		1		0.959264119	0.858565436																	
b1796	eg14305	yoag																						
b1740	eg10663	nade	nade nad synthase, ammonia dependent	1	1.00695555	1.257013375	1.337927555	1.394743666	1	0.995571056	1.002861744	1.150480901	1.0458666	1.222649292	5.41E+11	7.38E+11	1.37E+12	1.79E+12	2.31E+12	1.19E+16	1.14E+16	1.24E+16	8.71E+15	8.56E+15
b3599	eg10615	mtla	mtla mannitol-specific enzyme iiabc of pts transport system	1	1.117287138	0.840896415	0.716977624	0.438302861	1	0.94895979	0.773871628	0.73386257	0.583382045	0.319916172	2.58E+11	3.75E+11	3.89E+11	4.24E+11	4.47E+11	5.97E+15	6.38E+15	4.44E+15	4.35E+15	3.10E+15
b3143	eg12774	yrai		1	1.375541818		1.248330549	0.952637998																
b2912	eg11158	ygfa		1	1.172834949															1.52E+15		1.95E+15		1.27E+15
b0239	eg11091	frsa	frsa fermentation-respiration switch protein	1	0.752623374	0.920187651	0.895025071	0.946057647	1	0.755842089	0.857079862	0.810693386	0.791960267	0.779580971	2.05E+11					1.05E+15	9.40E+14	9.94E+14		1.22E+15
b4597	eg31168	rydc																						
b1686	eg13968	ydii	ydii acyl-coa esterase in vitro, function unknown	1	2.056227653	1.125058485	1.117287138	1.265756594	1	1.360573239	1.321600436	1.377998262	1.185216947	1.514204648	5.84E+11	1.74E+12	1.32E+12	1.60E+12	2.19E+12					
b4544	eg14344	arne		1		0.747424624	0.574349177	0.562529242																
b2395	eg11145	yfea		1	1.319507911	1.2397077	1.319507911	1.394743666												3.06E+14	3.48E+14			
b3434	eg12941	yhgn		1		0.946057647	0.952637998																	
b4608	eg31178	ohsc																						
b2313	eg10169	cvpa		1	0.47963206	1.257013375	1.505246747	2.114036081							1.01E+12	7.99E+11	2.75E+12	3.07E+12	6.11E+12					
b1378	eg13183	ydbk	ydbk probable pyruvate-flavodoxin oxidoreductase	1	1.484523571	1.117287138	1.035264924	1.00695555	1	0.864165183	0.824137185	0.750797451	0.709075881	0.701190935						2.80E+15	1.61E+15	1.32E+15	1.10E+15	3.24E+15
b1982	eg10039	amn	amn amp nucleosidase	1	1.356604327	1.494849249	1.424050196	1.424050196	1	1.138437446	1.249681372	1.289242677	1.232566096	1.208281797	1.71E+11	3.01E+11	4.78E+11	5.62E+11	6.70E+11	3.89E+15	3.47E+15	4.57E+15	4.83E+15	4.78E+15
b0411	eg11035	tsx	tsx outer membrane channel for nucleosides	1	0.864537231	1.064370182	0.993092495	0.979420298	1	0.8971768	0.964139865	0.919129317	0.953755023	0.642441509	1.05E+12	1.23E+12	2.15E+12	2.38E+12	3.09E+12	1.37E+16	1.08E+16	8.93E+15	9.06E+15	9.93E+15
b1591	eg13847	dmsd	dmsd redox enzyme maturation protein (remp) for dmsa	1	1.071773463	1.2397077	1.197478705	1.580082624	1	1.145650384	1.186757546	1.156806769	1.20646352	1.821715101						3.73E+15	1.75E+15	6.01E+14	5.50E+15	1.54E+15
b2743	eg10689	pcm	pcm protein-l-isoaspartate o-methyltransferase, sam-dependent	1		0.812252396		0.926588062	1	0.920644843	0.759916486	0.762910743	0.656692248	0.683904626						1.98E+15	3.22E+14	3.61E+15	2.93E+15	2.47E+15
b3736	eg10103	atpf	atpf atp synthase subunit b, membrane-bound, f0 sector	1	0.979420298	1.140763716	1.164733586	0.876605721	1	1.343070984	1.550144295	1.545384742	1.476554562	1.144656454	4.62E+12	6.67E+12	1.00E+13	1.11E+13	1.31E+13	1.52E+16	5.35E+15	1.01E+16	9.96E+15	7.21E+15
b4373	eg10850	rimi	rimi modification of 30s ribosomal subunit protein s18	1	0.578344092				1	1.316998576	0	1.305457312	1.424619573											
b1977	eg30020	asnt																						
b3100	eg14314	yqjk	yqjk function unknown	1	1.057018041	1.189207115	1.079228237	0.933032992	1	0.871851252	0.754892033	0.833901248	0.784573702	0.447777985						3.04E+15	5.39E+15	2.47E+15	3.41E+15	4.00E+15
b3790	eg11455	rffc		1	1.248330549	1.035264924	1.197478705	1.443929196																
b2685	eg11354	emra	emra emrab-tolc multidrug resistance pump	1	1.366040257	1.815038311	1.986184991	2.234574276	1	1.659324644	1.95032896	2.018648675	2.032614971	2.12779075						4.55E+14	2.05E+15	2.51E+15	1.55E+15	1.00E+15
b3757	eg30033	gltu																						
b2586	eg12857	yfim		1	1.094293701	0.852634892	0.806641759	0.763129604																
b3603	eg11961	lldp		1	1.021012126	0.683020128	0.598739352	0.244855074							1.46E+11	2.25E+11								
b4411	eg14345	ecnb																						
b3813	eg11064	uvrd	uvrd atp-dependent 3'-5' dna helicase ii	1	1.132883885	0.823591017	0.823591017	0.790041312	1	1.101963423	1.140776319	1.019108638	0.890750913	0.90094965						1.41E+15	7.20E+14	9.29E+14	1.48E+15	1.75E+15
b0551	eg13633	quud																						
b0689	eg14158	ybfp																						
b3781	eg11031	trxa	trxa thioredoxin 1						1	0.998908129	1.016791283	1.047557716	1.013247834	1.040713574						2.58E+16	2.52E+16	2.56E+16	2.05E+16	1.94E+16
b1635	eg12613	gst	gst glutathione s-transferase	1	0.632878297	0.773782497	0.692554734	0.52850902	1	0.935323471	0.766831327	0.852389043	0.741972192	0.705587745						1.01E+16	9.81E+15	1.34E+16	1.31E+16	1.08E+16
b4478	eg20050	dgod																						
b0560	eg11635	nohd																						
b3412	eg10122	bioh	bioh short acyl chain carboxylesterase, biotin synthesis	1	0.578344092	0.926588062	1.021012126		1		1.16698377	1.172424596	1.558393876	1.610833595						1.09E+15		1.14E+15	2.15E+15	1.01E+15
b2373	eg14143	oxc																						
b1155	eg14337	tfap																						
b0083	eg11086	ftsl		1	1.117287138	0.901250463	0.952637998	1.035264924							1.29E+12	1.82E+12	2.28E+12	2.79E+12	3.54E+12	5.23E+14			1.07E+15	
b2992	eg11803	hybe		1	1.180992661		1.035264924	1.057018041																
b0493	eg13262	ybbo	ybbo function unknown	1	1.057018041	1.101905116	1.148698355	1.071773463	1	1.099740502	1.081320354	1.193660737	1.11574888	1.269073049				6.10E+11			1.54E+15	8.42E+14	7.76E+14	
b3054	eg11603	ygif	ygif function unknown	1	0.901250463	1.180992661	1.231144413	1.257013375	1	1.002636511	0.9531951	1.106278927	1.018652444	1.098772877						3.37E+15	2.18E+15	3.18E+15	2.72E+15	2.81E+15
b3424	eg10397	glpg		1		1.283425898	1.337927555	1.681792831																
b4423	eg14405	ldrc																						
b4557	eg11348	yidd		1	0.628506687	2.203810232	2.67585511	3.249009585							9.68E+11		3.91E+12	5.68E+12	8.15E+12					
b2917	eg11444	scpa																						
b3555	eg12624	yiag		1	0.602903914	0.47963206	0.539614118	0.607097442							1.73E+12	1.51E+12	1.72E+12	2.06E+12	3.36E+12					
b2724	eg10475	hycb																						
b3656	eg11685	yici		1		0.707106781	0.673616788																	
b0680	eg10390	glns	glns glutamine--trna ligase	1	1.071773463	1.337927555	1.356604327	1.526259209	1	1.097683871	1.28316725	1.271812436	1.382090229	1.40244348	2.22E+11	3.10E+11	3.48E+11	4.01E+11	5.35E+11	4.63E+15	4.06E+15	3.88E+15	4.79E+15	4.27E+15
b3188	eg10656	sfsb		1		1.356604327	1.337927555																	
b2718	eg10481	hych		1			0.823591017															3.83E+15		
b3128	eg12522	gard		1	1.021012126	0.450625231	0.351111219	0.228457863							1.52E+11					4.17E+14				
b3578	eg12282	yian																			9.88E+14			
b0766	eg11239	ybha	ybha pyridoxal phosphate (plp) phosphatase	1				1.086734863	1	2.089669051	2.997911392	2.7071855	2.667507999	3.190877625						3.02E+15	3.71E+14	3.99E+15	1.60E+15	
b0837	eg13480	ylii		1	0.747424624		0.687770909																	
b1076	eg14269	flge		1	1.086734863	0.946057647	0.882702996	0.594603558							8.33E+11	2.18E+12	1.25E+12	1.75E+12	1.10E+12	1.45E+15	1.66E+15	1.51E+15	1.43E+15	1.45E+15
b1798	eg13505	leue																						
b2866	eg13049	xdha		1	1.148698355	0.795536484	0.712025098	0.52123288																
b0052	eg10691	pdxa	pdxa 4-hydroxythreonine-4-phosphate dehydrogenase	1	1.101905116	0.993092495	1.035264924	1.356604327	1	0.938234334	0.989223823	0.851580463	0.888296415	0.802099059	3.13E+11	6.90E+11	5.58E+11	6.61E+11	1.17E+12	1.89E+15	8.86E+14		2.23E+15	3.93E+14
b4380	eg12171	yjji																						
b1118	eg13441	lole	lole lola-dependent release of lipoproteins from inner membrane	1	1.319507911	0.907519155									2.91E+11	5.59E+11				5.90E+14	6.87E+14			3.13E+14
b2775	eg13174	yqce		1	0.607097442																			
b2711	eg12450	norw																						
b2946	eg12366	rsme	rsme 16s rrna m(3)u1498 methyltransferase, sam-dependent	1	0.895025071	1.071773463	1.205807828	1.231144413	1	0.948676661	0.862124758	0.93561865	0.924219382	1.196652179	5.37E+11		1.27E+12	1.72E+12	1.93E+12	1.24E+15	9.95E+14	9.92E+14	1.35E+15	9.91E+14
b1072	eg20263	flga		1	0.702222438	1.086734863	1.086734863	0.578344092							6.51E+11	7.64E+11	1.47E+12	1.55E+12						
b3144	eg12775	yraj																						
b3960	eg11223	argh	argh argininosuccinate lyase	1	1.558329159				1	1.345747427	1.855389896	2.114915897	3.108373745	4.900864858						8.03E+15	7.12E+15	1.04E+16	7.92E+15	9.58E+15
b1530	eg11435	marr		1	0.673616788	1.310393404	1.385109468	1.189207115	1		1.577848101	1.833870288												
b2451	eg14181	euta																					6.61E+14	
b1658	eg10800	purr	purr purine regulon repressor	1	0.376311687	1.132883885	1.101905116	1.180992661	1	0.959801053	0.941514299	0.856799462	0.792891228	0.95536349	2.90E+11		5.81E+11	5.81E+11	8.96E+11	3.86E+15	3.78E+15	2.08E+15	3.24E+15	2.36E+15
b0231	eg13141	dinb		1	0.965936329	0.926588062	0.91383145	0.784584098																
b3433	eg10088	asd	asd aspartate semialdehyde dehydrogenase	1	1.356604327	1.547564994	1.693490625	2.0139111	1	1.37808893	1.675572346	1.917575265	2.032064645	2.657617276	9.59E+11	1.94E+12	3.09E+12	3.78E+12	5.38E+12	1.84E+16	2.39E+16	2.42E+16	1.71E+16	1.81E+16
b3587	eg12291	yiaw																						
b2853	eg13039	ygei																						
b2703	eg14373	srle																						
b4669	eg14474	ilvx																						
b2001	eg13385	yeer		1	2.265767771	1.526259209	1.414213562	1.214194884																
b3474	eg12220	yhht		1	1.079228237	0.697371833	0.707106781	0.742261785																
b1399	eg13746	paax	paax phenylacetic acid degradation	1	1.717130873	1.231144413	1.086734863		1	0.898663201	0.679153837	0.650673939	0.574814829	0.409015552						1.48E+15	1.72E+15	9.42E+14	8.70E+14	1.72E+15
b1915	eg12861	yecf		1				3.837056477																
b3803	eg10433	hemx	hemx uroporphyrinogen iii methyltransferase	1	1.385109468	1.132883885	1.021012126	1.01395948	1	0.995261141	0.965926241	0.948505605	0.868749398	0.71175598	2.90E+11	5.04E+11	6.29E+11	6.51E+11	7.87E+11	2.53E+15	1.49E+15	1.79E+15	2.23E+15	1.33E+15
b2829	eg12188	ptsp	ptsp pts pep-protein phosphotransferase enzyme i (ntr)	1			1.366040257	1.319507911	1	1.05341297	1.115510489	1.002928475	0.866763749	0.810123886	1.01E+11			2.85E+11	3.59E+11	1.92E+15	2.25E+15	1.91E+15	2.26E+15	1.19E+15
b1119	eg13442	nagk	nagk n-acetyl-d-glucosamine kinase	1	1.394743666	0.870550563	0.835087919	0.895025071	1	0.89863574	1.05072474	1.18884593	0.954459336		3.04E+11	6.14E+11	5.80E+11	6.22E+11	7.59E+11	1.02E+15	5.97E+14	9.50E+14		
b2166	eg11646	psuk		1	0.543367431	0.763129604	0.624165274																	
b2320	eg10692	pdxb	pdxb 2-hydroxyacid dehydrogenase involved in pyridoxine biosynthesis upstream of 4-phospho-hydroxy-threonine	1	0.757858283	1.140763716			1	0.923219579	1.038455062	1.000633449	0.961687929	0.899874122						1.86E+15	3.57E+15	2.63E+15	1.53E+15	2.55E+15
b3553	eg12272	ghrb	ghrb glyoxylate/hydroxypyruvate reductase	1	0.77916458	1.753211443	1.972465409	1.905275996	1	1.337946649	1.91580835	2.047087578	2.346425661	2.602854016						1.10E+16	7.74E+15	7.06E+15	7.00E+15	8.92E+15
b1178	eg13892	ycgk	ycgk secreted protein, function unknown	1	1.366040257	1.635804117	1.658639092	1.613283518	1	0.885924739	0.736290053	1.081462193	1.274064987	1.397650646						2.82E+15	3.81E+15	2.46E+15	2.30E+15	2.44E+15
b3748	eg10817	rbsd	rbsd d-ribose pyranase	1	0.939522749	0.358488812	0.305660069	0.210224104	1	1.070818016	1.296089512	0.856309853	0.609255713	0.330788799	6.68E+12	8.10E+12	5.17E+12	5.54E+12	5.73E+12			1.31E+15		
b0655	eg12700	glti	glti periplasmic glutamate-aspartate binding protein	1	1.172834949	0.757858283	0.641712949	0.420448208	1	0.897732122	0.782966695	0.783524708	0.610883005	0.503101297	9.17E+11	2.53E+12	1.20E+12	1.13E+12	1.10E+12	1.55E+16	9.62E+15	8.42E+15	1.05E+16	1.18E+16
b0118	eg12316	acnb	acnb aconitase b	1	1.366040257	0.721964598	0.615572207	0.323088208	1	1.336161538	1.42662577	1.110134498	0.804091576	0.603228008	1.14E+12	1.89E+12	1.81E+12	1.81E+12	1.57E+12	2.47E+16	2.72E+16	2.45E+16	2.45E+16	2.04E+16
